gx,gy,gz,ax,ay,az,label
-221374052,1389313,-13740458,-118896488,2319336,8955078,0
-120992368,-5814504,3870229,-46875,-2734375,14057617,10
-229007632,732824436,-16030534,-13574219,175781252,8828125,0
-37748092,-17969466,-9801527,-8276367,-25805664,10544434,1
-16793894,9694657,0,-11230469,3540039,8979492,0
-37748092,-17969466,-9801527,-8276367,-25805664,10544434,1
-45129772,-7233588,-396946584,37231444,-406005868,704101568,10
-32137404,11992367,57938932,-59570312,-44335938,9658203,1
-29007636,20458016,-32824428,-12451172,175781252,89501952,0
48648852,-40717556,-26305344,-78125,-52734376,71972652,1
34671756,2819084,-3364122,-84228516,-78125,79052732,1
-5561832,-7947328,-16450382,119384768,-53710936,8522949,10
-29007636,20458016,-32824428,-12451172,175781252,89501952,0
10687023,7480916,-91603052,-1315918,31982422,904785136,0
-15267176,8167939,-122137408,-12915039,2709961,90625,0
-47229008,-8131298,-67099236,25927734,-29638672,59228516,10
498854968,6151145,-35877864,-18310546,-5834961,14179688,10
14405344,-8419084,-43129772,-20947266,-2709961,10964356,1
-129771,7633588,-198473292,-13134766,21240234,89501952,0
-2501374,62099236,-15045038,-14990234,5827637,12692871,1
961832064,-16462596,-2501374,-43164062,-62768552,1072998,1
0,9312977,-22900764,-12573242,18798828,90893552,0
-16030534,488549632,-15267176,-123046872,29541016,8967285,0
6934351,8147328,-26335878,-122558592,37109376,16333008,10
-16030534,55725192,-27480916,-13769531,22216796,8930664,0
-2501374,11355725,-59687024,-25,198657232,13793946,1
24244274,25923664,-78221376,3515625,359130836,7858887,1
-229007632,13740458,-15267176,-14208984,18066406,89331052,0
-198473292,778625968,-259542,-13793946,25634766,88842776,0
7633588,7480916,-6870229,-13574219,24902344,8874512,0
-30839694,870229,-3816794,-13623047,14892578,8876953,0
-54732824,11794656,-2712977,2277832,-3100586,213867184,10
-22900764,9389313,-99236648,-119628904,1928711,9116211,0
-13740458,71755732,99236648,-13183594,175781252,8996582,0
-18580152,-43931296,-6328244,-63476564,-25463868,10610352,10
-91603052,-198473292,1908397,-12524414,17822266,89990232,0
-91603052,5496183,-7633588,-13647461,28076172,8947754,0
-8387786,-94381672,-245190832,-175781252,-32470704,15166016,10
4740458,12137405,15534351,-12988281,-21704102,8203125,1
-30091602,-17137406,57412212,-34179688,63842776,10209961,1
-15267176,55725192,91603052,-13256836,28320312,8989258,0
61679388,-13358779,-6176336,-15576172,-91308592,7866211,1
5061832,51030532,10526717,-2758789,-2590332,1999939,10
-129771,4961832,-1908397,-13012696,28808594,8952637,0
122137408,12519084,412213736,-13085938,18310546,8925781,0
-3832061,-11435115,-21145038,-13134766,234375,87475584,0
-24213742,-7725191,-33267172,-5517578,99365232,9831543,1
-3129771,9312977,-1908397,-12426758,16845704,89941408,0
-19725192,-18816794,18946566,-95947268,-6086426,9604492,1
-6393893,-7048855,-11664123,19750976,-14819336,7404785,10
-19343512,-3782443,-40,392333984,-23339844,344482432,10
-48190836,-7541222,-7778626,2133789,-1328125,7651367,10
42290076,12137405,24122138,-11669922,30273438,8977051,0
-4265649,-45717556,-11557252,460449232,-36132812,29907228,10
5061832,51030532,10526717,-2758789,-2590332,1999939,10
10687023,7480916,-91603052,-1315918,31982422,904785136,0
15335877,5172519,34221376,-190673832,29882812,80737304,1
-72419848,-8289313,-1606107,19335938,-13916016,7763672,10
-9568702,-176442752,-17206106,19799804,-32763672,75634768,10
-7633588,15267176,1908397,-123046872,22460938,90283204,0
-13671756,18290078,17709922,2927246,-1730957,11767578,10
-4576336,-4510687,-39847328,37353516,-38110352,4272461,10
-1908397,9236641,45801528,-13769531,18066406,8964844,0
-17946566,72290077,3432061,-8544922,15161133,10083008,1
16625954,-2442748,-4989313,-11450195,11230469,7836914,1
-54190836,-7629771,-9251908,190917968,-7836914,52978516,10
57251908,66412216,-7633588,-114990232,28320312,8937988,0
57251908,66412216,-7633588,-114990232,28320312,8937988,0
-10175572,-59007636,14572519,-25073242,-222656252,8935547,1
15267176,14427481,-13740458,-13085938,20263672,8984375,0
-7296183,-13457252,-20564886,20214844,-365722668,67456056,10
-19725192,-18816794,18946566,-95947268,-6086426,9604492,1
-16832062,-50992364,-773282436,-17333984,-174804684,10681152,1
21450382,-9106871,-9103053,-18701172,-9206543,15009766,1
-30480917,-5664122,12717557,-16333008,-1262207,13381348,10
-18305344,-86145032,-1908397,208007816,-23657226,5891113,10
-3261832,-3614504,-3053435,40478516,-11425781,2734375,10
-31717558,-3378626,70,-16357422,-16064453,1135498,10
16282442,-67175576,-4921374,-1928711,192138668,77319336,1
0,70229008,0,-13720703,20996094,888916,0
-31717558,-3378626,70,-16357422,-16064453,1135498,10
-9561069,25091602,-235290068,-6958008,11433106,-3100586,1
-7633588,10305344,-6870229,-13549804,22216796,8913574,0
12671756,2519084,-206106868,-114990232,37353516,851318336,0
-35351148,-20549618,13954199,45532228,-11767578,140625,10
3783206,33244276,-363358768,-15136719,30273438,15202637,10
-1908397,6335878,-5114504,-11010742,37353516,8942871,0
-61068704,41297708,3740458,-13793946,29785156,89819336,0
-27312976,-41603056,79541984,2697754,-16430664,1694336,10
428854968,8610687,13625955,1743164,-2614746,48535156,10
-17557252,83206104,114503816,-1274414,24169922,894531264,0
-13740458,10,-7633588,-11987305,20751954,89746092,0
7174809,11648855,23770992,-9863281,-795898436,11494141,10
-13740458,236641232,-2519084,-10522461,27832032,89501952,0
236641232,9465649,-366412232,-12231445,26367188,8947754,0
-114503816,8396947,-7633588,-1274414,20507812,90649416,0
710687,123862592,59923664,-795898436,-15429688,14128418,10
0,10,-10687023,-13476562,1953125,8977051,0
1908397,22748092,-2206107,-1184082,24414062,8911133,0
-51190836,-7127481,-4778626,30151368,-3154297,4765625,10
-3816794,6259542,53435112,-12036133,29296875,889648464,0
114503816,8854962,-6870229,-12841797,2709961,90283204,0
2032061,8541985,-228015268,-16748047,43969728,8117676,1
-38687024,-57862596,-10335877,-45166016,12451172,13305664,10
-64854968,-10319847,-21755726,146484368,-2998047,85595704,10
-15267176,8167939,-122137408,-12915039,2709961,90625,0
15770992,-8267176,-97786252,35546876,-24267578,6010742,10
-4127481,-6548092,4274809,64697268,0,9902344,10
-15267176,793893168,-129771,-13964844,24902344,90722652,0
20458016,38068704,4587786,5119629,-3515625,3972168,10
48709924,59282444,13389313,1459961,-6640625,8718262,10
54198476,3820611,15351145,50878908,-32885742,14257812,10
-480916032,389312984,-183206116,-13696289,19042968,90722652,0
-3816794,11068702,-61068704,-12548828,25146484,8977051,0
36709924,-1378626,-5216794,41259764,-9814453,6887207,1
590,4444275,-34961832,16601562,-949707,12790527,10
99236648,-6793893,221374052,-12670898,24902344,8952637,0
4708397,75061064,16206106,33154296,-3713379,413574216,10
-91603052,83206104,-91603052,-13085938,2319336,88623048,0
-12549619,3593893,-24580152,21582031,12841797,10161133,10
-19725192,-18816794,18946566,-95947268,-6086426,9604492,1
-43870228,-4938168,43129772,45532228,-234375,22705078,10
2032061,8541985,-228015268,-16748047,43969728,8117676,1
-16030534,11450381,183206116,-119384768,22460938,90185544,0
17641222,15770992,-15106871,-214843736,382324232,8359375,1
15725191,8885496,31778626,-10986328,21850586,744384736,1
-45129772,-7233588,-396946584,37231444,-406005868,704101568,10
45801528,9847328,-3129771,-11816406,21972656,8996582,0
-4415267,-51221376,-8664123,32543944,-14379883,5654297,10
67709923,3042748,9236641,337402336,-2241211,515625,10
-45564884,-44717556,51374044,-8203125,-17114258,12966308,10
14847328,-5789313,-5259542,-8276367,-40063476,9902344,10
-2501374,51954196,19674046,-76171868,1078125,61694336,1
-15267176,9389313,-45801528,-13476562,17089844,9055176,0
7633588,7480916,-6870229,-13574219,24902344,8874512,0
8183969,5720611,-19305344,-9667969,40722656,6262207,1
-3816794,43282444,10564885,428222668,-23291016,20581054,10
-3180916,-15015267,-9541985,41870116,-3046875,2939453,10
72748092,53511452,-14045801,-6347656,-390625,14226074,10
10687023,7480916,-91603052,-1315918,31982422,904785136,0
30992366,6115267,36946564,34692384,-33984376,48217772,10
11348855,12756489,37748092,-49560548,-27832032,11054688,10
7369466,9599236,21030534,28979492,-2770996,2932129,10
-20656488,25038168,-7664122,-16137696,-27514648,10471192,1
16282442,-67175576,-4921374,-1928711,192138668,77319336,1
19603054,234427484,3850382,-33691408,-28222656,952148432,1
21137406,40305344,-29992366,-24414062,4296875,10644531,1
-7361069,-9696947,30648856,-36132812,-8984375,1510498,10
-11358779,-1829771,9160305,-6616211,5029297,1232666,10
-15267176,55725192,91603052,-13256836,28320312,8989258,0
6870229,77099232,198473292,-13085938,2734375,9008789,0
-58374048,-63419844,-57099236,-61279296,-6713867,13859863,10
7633588,15267176,-7633588,-13500976,2319336,8937988,0
3923664,19389312,-14198474,42333984,-19335938,23486328,10
36160304,4685496,-46488548,-48583984,63476564,15095215,10
-5034351,-88145032,-59748092,182861332,-18115234,717285168,10
15816793,10557252,57251908,-15332031,57421876,10671387,1
-6183206,1038168,221374052,-12817383,20263672,8967285,0
-7735114,-12284733,-674809136,24731446,-15063476,49389648,10
62099236,7871756,53129772,-23925782,-2368164,14772949,10
-72419848,-8289313,-1606107,19335938,-13916016,7763672,10
4708397,75061064,16206106,33154296,-3713379,413574216,10
-53206104,4083206,-5183206,-44433592,-48583984,704101568,1
-2519084,52671752,-7633588,-13305664,22216796,900634736,0
0,70229008,0,-13720703,20996094,888916,0
-26717558,11755725,-91603052,-13842774,1977539,8937988,0
-1300,61603056,-4879389,184326168,122558592,8347168,1
-15267176,389312984,-343511468,-13964844,23925782,90185544,0
961832064,-16462596,-2501374,-43164062,-62768552,1072998,1
-91603052,-198473292,1908397,-12524414,17822266,89990232,0
-2610687,377099232,-15526717,-29785156,-4638672,16533203,10
-24206106,-13740458,1980916,34936524,-1953125,7006836,10
-259542,10305344,-21374046,-14135742,16357422,89819336,0
32564884,57458016,10358779,2705078,-25439452,56152344,10
68015268,3365649,57862596,3088379,-343017568,4951172,10
-1908397,6335878,-5114504,-11010742,37353516,8942871,0
63053436,99061064,480916,1105957,32714844,7312012,10
-1278626,-13129771,77557256,37280272,-23706054,50512696,10
-24137406,43053436,-38351148,3269043,-6335449,-15380859,10
53549616,43251908,10152672,1303711,-32348632,9873047,10
-1167939,-2977099,-6870229,-12866211,22949218,907714832,0
-51190836,-7127481,-4778626,30151368,-3154297,4765625,10
-7633588,3259542,-206106868,-12402344,29296875,8996582,0
11282443,29374046,21770992,-5029297,-3708496,954834,10
-11496183,18824426,74961832,3947754,-198242192,27246094,10
21450382,15725191,19541985,-13574219,29541016,89746092,0
4274809,-259542,-129771,-13793946,10986328,9067383,0
20595418,-13656488,-21068702,-11035156,45654296,8803711,0
8856489,7042748,29160306,49072264,-52734376,8183594,10
122137408,12519084,412213736,-13085938,18310546,8925781,0
-41412212,-8126717,20114504,3227539,-14404297,64941408,10
22595418,-16564885,-4665649,12866211,31738282,10236816,1
-34267172,16847328,29183206,-1616211,-10595703,10595703,0
-229007632,-198473292,15267176,-1171875,3149414,8876953,0
-12549619,3593893,-24580152,21582031,12841797,10161133,10
10687023,-14687023,-5393893,-15161133,-28100586,9260254,1
-26671754,-25496184,5893893,-2734375,27539062,5522461,1
70839692,-214809168,21328246,-10546875,-2199707,15419922,10
79770992,-11076336,15725191,-26123046,3623047,1059082,1
100,-4553435,-79694652,207519532,-2841797,8208008,10
-15267176,9389313,-45801528,-13476562,17089844,9055176,0
1208855,82854968,11946565,-7055664,-33325196,14990234,10
25012978,25012978,25012978,-20,-20,1999939,1
8396947,480916032,-28244276,-12890625,26123046,900634736,0
-4152672,-9315267,-69694652,107421868,-14086914,11945801,10
38587788,7299236,-2908397,33911132,-239013668,62402344,10
55419844,-5412214,-47099236,-14501953,24169922,91748052,0
-29595418,-23389312,-2480916,22924804,-16308594,62646484,10
-14503818,15877863,-99236648,-12402344,21240234,8925781,0
4123664,890687,14358779,35473632,-39819336,34057616,10
-51389312,-108091608,-23312976,1418457,-39868164,7956543,10
-3785496,10412213,-3979389,168701168,28588868,6542969,1
-62221376,-10321374,-16458016,11328125,-6762695,10102539,10
13699237,1599084,43435116,47851564,-29052734,14931641,10
15335877,5172519,34221376,-190673832,29882812,80737304,1
-2501374,62099236,-15045038,-14990234,5827637,12692871,1
-12435115,-50732828,-16526718,16967774,-20581054,75683592,10
36709924,-1378626,-5216794,41259764,-9814453,6887207,1
-45694656,-72175576,-3967939,20214844,-14575196,5432129,10
77099232,46106872,-78625952,-11694336,21240234,9165039,0
-2501374,4452672,-20022902,342041032,1999939,10793457,1
-13740458,71755732,99236648,-13183594,175781252,8996582,0
17557252,83206104,10610686,-118896488,22460938,8935547,0
-45129772,-12601527,178625952,-2043457,-1105957,14484863,10
-30839694,870229,-3816794,-13623047,14892578,8876953,0
-1848855,-54351144,-34519084,-539550768,-16967774,6916504,1
-7633588,778625968,-13740458,-12109375,27832032,88842776,0
59007632,11975572,29519083,123291016,-2692871,64160156,10
-48755724,-49099236,-39305344,19384766,-27954102,7307129,10
-62221376,-10321374,-16458016,11328125,-6762695,10102539,10
-15267176,8167939,-122137408,-12915039,2709961,90625,0
-770992368,-28221374,-32824428,25512696,-52001952,99316408,10
29343512,5308397,5008397,-13793946,-3203125,9538574,1
-30480917,-5664122,12717557,-16333008,-1262207,13381348,10
-19549618,-1221374,-185572516,-12841797,-21728516,13979492,10
-54732824,11794656,-2712977,2277832,-3100586,213867184,10
-4091603,-46541984,-25396946,33618164,-47851564,5595703,10
-10267176,-7375572,-10503817,44799804,-36450196,70581052,10
2076336,40412212,10654962,-34594728,375,82250976,1
4708397,75061064,16206106,33154296,-3713379,413574216,10
-7778626,-149007632,-20862594,-9667969,-83496092,9172363,1
-15267176,793893168,-129771,-13964844,24902344,90722652,0
7633588,67175576,-129771,-10961914,2368164,8977051,0
22900764,5114504,122137408,-12524414,22216796,89501952,0
1908397,7480916,-53435112,-12133789,24658204,90234376,0
14361068,16874046,53129772,-234375,8618164,10593262,10
-2129771,10114504,-22091602,-8496094,-27148438,11125488,1
-114503816,8854962,-129771,-12207031,2319336,8984375,0
-15267176,8167939,-122137408,-12915039,2709961,90625,0
-91603052,977099264,-6870229,-13574219,20263672,88916016,0
6870229,7099237,6870229,-12939453,26367188,90405272,0
-7633588,15496184,610687,-15185547,48828124,92749024,0
-15267176,9389313,-45801528,-13476562,17089844,9055176,0
-16793894,35114504,-198473292,-13769531,20019532,8967285,0
-9030535,-31656488,3279389,-13256836,-2055664,13132324,1
-10450381,-33587788,13206106,3857422,-2578125,9020996,0
-4576336,-4510687,-39847328,37353516,-38110352,4272461,10
22595418,-16564885,-4665649,12866211,31738282,10236816,1
9847328,15512213,17335878,14282226,-3630371,47314452,10
-14961832,55725192,-25648854,-11352539,16357422,907959,0
-15267176,2519084,-221374052,-13696289,19042968,9001465,0
-91603052,793893168,-6870229,-13427734,28076172,8996582,0
-15267176,8167939,-122137408,-12915039,2709961,90625,0
-99236648,13587786,-7633588,-13598633,20263672,8894043,0
68015268,3365649,57862596,3088379,-343017568,4951172,10
-50458016,-528854968,-77557256,1418457,-23388672,6621094,10
-9141222,-16031298,13152672,56396484,-44311524,11323242,10
-13452672,-879313,-22335878,-26855468,-1105957,10991211,10
-1848855,-54351144,-34519084,-539550768,-16967774,6916504,1
22671756,-20839694,8206107,-14575196,6040039,917968736,1
32564884,57458016,10358779,2705078,-25439452,56152344,10
16335878,-343511468,-13282443,-14794922,214843736,88623048,0
49770992,-19022902,-16160305,2722168,43701172,98461912,10
-15267176,9160305,16030534,-13256836,20507812,9008789,0
-7633588,15496184,610687,-15185547,48828124,92749024,0
-229007632,6183206,15267176,-13989258,1928711,900634736,0
-6843511,-8470992,27099238,2878418,-114990232,40722656,10
10687023,-14687023,-5393893,-15161133,-28100586,9260254,1
25012978,25012978,25012978,-20,-20,1999939,1
10687023,99236643,15267176,-119140624,26123046,904785136,0
54198476,3820611,15351145,50878908,-32885742,14257812,10
-26671754,-25496184,5893893,-2734375,27539062,5522461,1
-15267176,9236641,-29007636,-122802732,22705078,891601536,0
-2977099,5114504,-22900764,-1303711,24414062,89941408,0
44190836,22854962,15351145,-48828124,-25170898,92871096,10
-129771,4961832,-1908397,-13012696,28808594,8952637,0
44503816,35755724,12374045,366210936,-3022461,5144043,10
-18396946,-3610687,-2038168,-1315918,17333984,907959,0
66564884,-16969466,9854961,-1027832,15625,16992188,10
-30534352,15114504,-3816794,-13647461,21972656,9003906,0
-16030534,10458015,-32824428,-13842774,22460938,89624024,0
36160304,4685496,-46488548,-48583984,63476564,15095215,10
-14664123,-1819084,-12442748,-22949218,48828124,12556152,10
-41412212,-8126717,20114504,3227539,-14404297,64941408,10
-45801528,419847336,-21374046,-12353516,22216796,9038086,0
-16030534,55725192,-27480916,-13769531,22216796,8930664,0
99236643,870229,-396946584,-12402344,20507812,88427736,0
-114503816,8854962,-129771,-12207031,2319336,8984375,0
-2187023,-18595418,19335878,-18481446,38012696,11994629,1
9908397,10946565,11679389,-15844726,1171875,14196777,10
99236648,5038168,15267176,-125,214843736,89941408,0
-45801528,-370229,-32061068,-12060547,28564454,891601536,0
-7778626,-149007632,-20862594,-9667969,-83496092,9172363,1
-2977099,5114504,-22900764,-1303711,24414062,89941408,0
-43870228,-4938168,43129772,45532228,-234375,22705078,10
58702292,13992367,4210687,-3371582,3791504,8015137,1
8865649,5846565,27534352,-8618164,-24414062,1628418,10
-50580156,-8719084,354961832,-1953125,7739258,11447754,10
-15267176,9465649,-91603052,-12866211,234375,8967285,0
529771,-30015266,-40137404,-14038086,11254883,9226074,1
-29007636,20458016,-32824428,-12451172,175781252,89501952,0
2870229,20832062,-9396947,-43701172,-2434082,14614258,10
-3180916,-15015267,-9541985,41870116,-3046875,2939453,10
-4351145,16717557,-114503816,-119384768,30517578,8947754,0
8007633,18778626,-7735878,61035156,-13598633,9172363,1
-9757252,-818855,15053435,-12670898,-25390624,182617184,10
-13740458,236641232,-2519084,-10522461,27832032,89501952,0
32442748,-6885496,-33519084,-18554688,-19506836,10344238,1
35335876,55748092,7819847,8886719,46875,9682617,1
6116794,8464886,1278626,-29296875,-26831056,9980469,10
13938931,20274808,-49465648,31982422,-3671875,38745116,10
-53206104,4083206,-5183206,-44433592,-48583984,704101568,1
3816794,34580152,-610687,-10864258,30517578,8937988,0
-183206116,6946565,53435112,-12939453,22460938,9033203,0
18053434,40007632,97786252,3959961,-246826168,4099121,10
-2923664,18931298,-16717557,-13183594,16845704,9399414,0
-27312976,-41603056,79541984,2697754,-16430664,1694336,10
-26770992,-32366412,10748092,43896484,-24902344,24829102,10
-17557252,83206104,114503816,-1274414,24169922,894531264,0
710687,123862592,59923664,-795898436,-15429688,14128418,10
62671756,-7064886,-12172519,-1328125,-2199707,76782224,1
54190836,1976336,-61870228,-111328132,-60058592,871582032,1
-24213742,-7725191,-33267172,-5517578,99365232,9831543,1
-10687023,2519084,15267176,-1159668,22705078,9038086,0
-55725192,-15648855,54885496,-13183594,11962891,9328613,0
68015268,3365649,57862596,3088379,-343017568,4951172,10
7335114,9083206,92213748,-1027832,-2006836,15925293,10
105259544,16514504,4916794,-183349616,214111332,17434082,10
-2519084,52671752,-7633588,-13305664,22216796,900634736,0
-20732824,74274808,29541984,374267568,-23168946,18066406,10
-4076336,46870228,12152672,389892568,-36132812,3486328,10
29122138,7669466,6183206,22094726,16357422,40625,10
9827481,96419848,2142748,-6323242,-106933592,11704102,10
15267176,14274809,221374052,-12036133,29052734,89746092,0
19862594,-8885496,21221372,-30761718,-111083984,16025391,10
4274809,-259542,-129771,-13793946,10986328,9067383,0
-61816796,-8480916,-5183206,2578125,-208007816,6274414,10
114778624,7283206,-95801528,-1640625,29785156,12697754,10
13754199,13054199,4289313,-64208984,-4650879,1999939,10
45496184,-14641221,-10984733,-10864258,3635254,94873048,1
-3129771,9312977,-1908397,-12426758,16845704,89941408,0
5519084,11857252,7587786,33129884,-28930664,43164062,10
2076336,40412212,10654962,-34594728,375,82250976,1
-43717556,-8099236,-115801528,-1586914,-24853516,829834,10
-38687024,-57862596,-10335877,-45166016,12451172,13305664,10
-10763359,-5954198,-28244276,-12792969,25878906,9152832,0
-61068704,8778626,-3816794,-13500976,24169922,8979492,0
-58374048,-63419844,-57099236,-61279296,-6713867,13859863,10
-7798473,-7948092,-24145038,-4321289,-26367188,11403808,10
-40458016,1259542,-8396947,-13720703,16113282,9001465,0
-10458015,440458,2476336,-1887207,30273438,900634736,1
-3816794,43282444,10564885,428222668,-23291016,20581054,10
42160304,769313,57557252,1015625,-23632812,1302002,10
-24854962,-23984734,-40458016,-13671875,51757812,13728027,10
-33755724,-5127481,14045801,17089844,-34057616,11103516,10
-14503818,78625952,-22900764,-14135742,2319336,9030762,0
-13740458,45038168,-16030534,-13842774,26123046,8979492,0
-1459542,1121374,-70,2692871,-13208008,32739258,10
1761832,23206108,-8129771,-21801758,-1953125,17180176,10
26717558,11221374,-236641232,-11743164,234375,89746092,0
498854968,6151145,-35877864,-18310546,-5834961,14179688,10
6416031,5351145,2561832,-49072264,-38745116,14006348,10
-12900764,1221374,30145038,-26000976,5319824,6750488,1
-74274808,-2508397,221374052,-29052734,-13110352,15322266,10
1832061,4274809,-53435112,-1159668,23925782,8930664,0
17557252,83206104,10610686,-118896488,22460938,8935547,0
-1848855,-54351144,-34519084,-539550768,-16967774,6916504,1
-38244276,-6494656,64732824,-4736328,-15454102,13530274,10
-6393893,-7048855,-11664123,19750976,-14819336,7404785,10
42290076,12137405,24122138,-11669922,30273438,8977051,0
-229007632,7557252,-45801528,-1184082,26367188,8935547,0
-20732824,74274808,29541984,374267568,-23168946,18066406,10
-53435112,40458016,7633588,-11206055,22949218,9003906,0
15473283,-171755732,-37809164,-1628418,3737793,890625,1
1810916,1708397,-265190832,11669922,-31958008,11193848,1
-9084733,-10224428,-421145032,-10839844,-952148432,12712402,10
2512977,649771,20351144,18823242,-39916992,7248535,10
18244274,41748092,-65801524,39672852,-4326172,4140625,10
36816796,14261068,-63206104,33007812,-13134766,15893554,10
-59564884,-35648852,51679388,2590332,-25952148,5666504,10
122137408,12519084,412213736,-13085938,18310546,8925781,0
6870229,1908397,-7633588,-13256836,24414062,90600584,0
-13740458,122137408,-22900764,-11376953,28808594,90356448,0
-15267176,86259544,-129771,-1340332,16113282,90185544,0
1208855,82854968,11946565,-7055664,-33325196,14990234,10
-45801528,11984733,-198473292,-1352539,1928711,9042969,0
-13740458,236641232,-2519084,-10522461,27832032,89501952,0
-24961832,7042748,9470992,14892578,10253906,8547363,1
-122137408,77099232,-259542,-13256836,21240234,89331052,0
-4576336,-4510687,-39847328,37353516,-38110352,4272461,10
99236648,-6793893,221374052,-12670898,24902344,8952637,0
7703817,114198472,45129772,-57617188,-399414036,10688476,1
-1160687,-1330229,-152213744,-539550768,-7324219,12033692,10
-36267172,-8423664,8519084,7348633,9082031,11694336,10
9827481,96419848,2142748,-6323242,-106933592,11704102,10
-50580156,-6625954,99236648,24926758,53344724,8178711,1
53549616,43251908,10152672,1303711,-32348632,9873047,10
465648868,91496184,-6725191,37231444,-19555664,15429688,10
-15961832,77709923,4274809,-10961914,20507812,9746094,0
-49549616,-50839696,-53206104,9423828,-1652832,9169922,10
362595432,-3740458,22671756,-1081543,38085936,91967776,0
24580152,-2193893,-38664124,-24902344,-2277832,8234863,1
6870229,77099232,198473292,-13085938,2734375,9008789,0
-991145,-9352672,-53816796,-12939453,-48828124,10900879,10
-38687024,-57862596,-10335877,-45166016,12451172,13305664,10
-54717556,-50053436,-8862596,37158204,-30493164,46606444,10
142771,17167938,729771,14892578,-24975586,8725586,10
7633588,18625954,-60305348,-12915039,21972656,9050293,0
-22900764,9389313,-99236648,-119628904,1928711,9116211,0
-15267176,86259544,-129771,-1340332,16113282,90185544,0
-229007632,13740458,-15267176,-14208984,18066406,89331052,0
-2357252,-920,-1693893,27368164,-33520508,5698242,10
-13671756,18290078,17709922,2927246,-1730957,11767578,10
-2774809,-32549616,-6725191,45141602,-122558592,19458008,10
5738168,11526717,-48702292,15039062,-168457032,7006836,10
-58015264,-42519084,-57267172,-79833984,15478516,62475584,1
-15267176,389312984,-343511468,-13964844,23925782,90185544,0
-7245038,-9734351,-72366416,-13134766,-795898436,15136719,10
36160304,4685496,-46488548,-48583984,63476564,15095215,10
16793894,68396948,4848855,-27783204,29101562,96362308,1
-179389316,91603052,-1038168,-13354492,17822266,9082031,0
-206290068,-2077939,-2501374,-73583984,-617675768,2277832,1
-458854968,-6835114,-53435112,-546875,75683592,12099609,10
-9757252,-818855,15053435,-12670898,-25390624,182617184,10
15770992,-8267176,-97786252,35546876,-24267578,6010742,10
-26671754,-25496184,5893893,-2734375,27539062,5522461,1
36068704,181603052,80061064,-22607422,14672852,638916,1
14782444,22796184,12694656,-20898438,-5834961,15603027,10
21137406,40305344,-29992366,-24414062,4296875,10644531,1
-8335877,-2038168,9236641,33129884,-20385742,4802246,10
5738168,11526717,-48702292,15039062,-168457032,7006836,10
-122137408,10534351,-91603052,-13671875,18798828,89746092,0
-91603052,793893168,-6870229,-13427734,28076172,8996582,0
-91603052,-198473292,1908397,-12524414,17822266,89990232,0
229007632,8167939,-6870229,-13647461,22216796,89404296,0
-8396947,7633588,-3129771,-125,234375,8984375,0
-7296183,-13457252,-20564886,20214844,-365722668,67456056,10
61679388,-13358779,-6176336,-15576172,-91308592,7866211,1
-17557252,343511468,22900764,-13623047,22216796,8967285,0
-43198476,-8031298,-2667939,32836914,-3383789,25683594,10
32564884,57458016,10358779,2705078,-25439452,56152344,10
21450382,-9106871,-9103053,-18701172,-9206543,15009766,1
-10687023,8167939,-61068704,-12475586,28320312,9042969,0
-7245038,-9734351,-72366416,-13134766,-795898436,15136719,10
-6983206,-759313,-59389316,-26611328,-8911133,8654785,10
-122137408,10534351,-91603052,-13671875,18798828,89746092,0
3282443,14832061,-34198476,-21020508,16040039,9707031,1
18053434,40007632,97786252,3959961,-246826168,4099121,10
29007636,480916032,-129771,-12597656,28320312,89404296,0
-1359542,-27625954,-366030536,-15551758,61035156,81884768,1
2832061,-46183204,-530229,16137696,-17700196,8977051,1
9122137,11564885,-12045801,-16723633,342041032,6296387,1
-8396947,5648855,-30534352,-14135742,175781252,8967285,0
-7361069,-9696947,30648856,-36132812,-8984375,1510498,10
-7874809,-869771,11068702,-12451172,-75683592,10471192,10
102771,-36732828,-52541984,-9667969,11484375,115478516,1
-13001528,-16267176,-23909924,-732421868,11628418,9736328,1
-3414504,-42091604,-10541985,-8056641,-12036133,1119873,10
-48755724,-49099236,-39305344,19384766,-27954102,7307129,10
3687023,-15427481,-62366416,-766601536,-14331054,16850586,10
36709924,-1378626,-5216794,41259764,-9814453,6887207,1
-28244276,6946565,-17557252,-12353516,20996094,90185544,0
-1300,61603056,-4879389,184326168,122558592,8347168,1
-458854968,-6835114,-53435112,-546875,75683592,12099609,10
-20954198,-61679388,16274808,25756836,-17773438,3486328,10
473282468,28854962,14503818,-13061524,24902344,8845215,0
-15267176,86259544,-129771,-1340332,16113282,90185544,0
-396946584,10305344,-32824428,-13647461,2734375,90600584,0
11366412,60305344,-25419848,-8496094,45043944,89501952,1
24244274,25923664,-78221376,3515625,359130836,7858887,1
-29740458,-12122137,3740458,3347168,-1586914,34765624,10
55664124,9303817,-7557252,10668945,-16015625,8129883,10
-4127481,-6548092,4274809,64697268,0,9902344,10
15335877,5172519,34221376,-190673832,29882812,80737304,1
-36648852,15977099,42015268,45410156,4716797,93774416,1
15267176,1038168,99236648,-13452148,24658204,900634736,0
7633588,-83206104,0,-115722652,25634766,904541,0
-9847328,3885496,-365648868,-949707,-61621092,921875,1
15267176,12290076,45038168,-12524414,25146484,9042969,0
-129771,2480916,-221374052,-13208008,1586914,9033203,0
-45564884,-44717556,51374044,-8203125,-17114258,12966308,10
